url,prompt,output
dutchincubator.nl/,DB Rank,"1,435,794"
dutchincubator.nl/,Website,dutchincubator.nl/
dutchincubator.nl/,Operating Status,Active
dutchincubator.nl/,Phone Number,+31882848605
dutchincubator.nl/,Full Description,"The Dutch Incubator Association (DIA) has been established to provide the Dutch incubators with a common platform on behalf of professionalization and positioning on a national, European, and international level. The goals of this association are: 1 . Professionalization of the incubation profession, and; 2 . Reinforcement of the incubator infrastructure and relations (synergy) on both national and European level. 3 . Optimizing the information about incubation towards start-ups. To meet these goals, it is important to use an accurate definition on the term ‘incubator’. The working definition of the term ‘incubator’ used in this regard is: An incubator is an organisation that helps start-ups develop in an accelerated fashion by providing them with a bundle of services, such as physical space, capital, culture, coaching, common services, and networking connections. [Hansen et al. 2000] DIA is connected to the international incubation community through EBN, NBIA, GNBI and SPICE-group and does what is in her power to contribute to the development of a professional industry."
www.topdealer.nl,Organization Name,TopDealer.nl
www.topdealer.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.topdealer.nl,Industries,"E-Commerce, Fashion, Jewelry, Retail"
www.topdealer.nl,Description,TopDealer.nl is an online store that offers a wide range of branded watches and accessories for men and women.
www.topdealer.nl,DB Rank,"1,439,001"
www.topdealer.nl,Founded Date,"Sep 1, 2001"
www.topdealer.nl,Website,www.topdealer.nl
www.topdealer.nl,Estimated Revenue,Less than $1M
www.topdealer.nl,Operating Status,Active
www.topdealer.nl,Phone Number,+31-152129038
www.topdealer.nl,Contact Email,info@topdealer.nl
www.topdealer.nl,Actively Hiring,info@topdealer.nl
www.topdealer.nl,Industry Groups,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design"
fairzekering.nl/,Organization Name,Fairzekering
fairzekering.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
fairzekering.nl/,Industries,"Auto Insurance, Insurance"
fairzekering.nl/,Description,Fairzekering is a car insurance company.
fairzekering.nl/,DB Rank,"1,447,683"
fairzekering.nl/,Website,fairzekering.nl/
fairzekering.nl/,Operating Status,Active
fairzekering.nl/,Phone Number,+31 30 256 7015
fairzekering.nl/,Contact Email,vragen@fairzekering.nl
fairzekering.nl/,Actively Hiring,vragen@fairzekering.nl
fairzekering.nl/,Full Description,"Fairzekering is a car insurance company. It was founded by Marcel Koster, Raymond van Es, Hans Gerritsen, and Andreas van Rooijen and is headquartered in Delft, Netherlands."
fairzekering.nl/,Industry Groups,Financial Services
fairzekering.nl/,Founders,"Hans Gerritsen, Marcel Koster, Raymond van Es"
stand-technologies.webflow.io/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
stand-technologies.webflow.io/,Industries,"Medical, Medical Device"
stand-technologies.webflow.io/,Description,Stand provides an assay to be utilized in an easy-to-use self-test.
stand-technologies.webflow.io/,DB Rank,"1,453,220"
stand-technologies.webflow.io/,Website,stand-technologies.webflow.io/
stand-technologies.webflow.io/,Operating Status,Active
stand-technologies.webflow.io/,Phone Number,+31 (0) 683413729
stand-technologies.webflow.io/,Contact Email,info@standtechnologies.eu
stand-technologies.webflow.io/,Actively Hiring,info@standtechnologies.eu
stand-technologies.webflow.io/,Full Description,"Stand provides an assay to be utilized in an easy-to-use self-test, which can diagnose individuals in the privacy of their own homes. So, instead of waiting for a clinic visit for diagnoses, bring diagnoses to individuals, and reduce the time to disease detection. Our assay not only accurately detects diseases, but also does so quickly and cost-effectively resulting in tremendous healthcare savings by eliminating expensive work ups, and equipments."
stand-technologies.webflow.io/,Industry Groups,Health Care
clevr.net/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
clevr.net/,Industries,Virtual Reality
clevr.net/,Description,CleVR is specialized in developing custom-designed interactive virtual reality (VR) simulation systems for therapy or training purposes.
clevr.net/,DB Rank,"1,454,518"
clevr.net/,Website,clevr.net/
clevr.net/,Operating Status,Active
clevr.net/,Full Description,CleVR is specialized in developing custom-designed interactive virtual reality (VR) simulation systems for therapy or training purposes.
clevr.net/,Industry Groups,"Hardware, Software"
www.bosstudelft.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.bosstudelft.nl,Industries,"Education, Real Estate, Service Industry"
www.bosstudelft.nl,Description,BOSS is a student association in the field of built environment.
www.bosstudelft.nl,DB Rank,"1,454,984"
www.bosstudelft.nl,Website,www.bosstudelft.nl
www.bosstudelft.nl,Estimated Revenue,Less than $1M
www.bosstudelft.nl,Operating Status,Active
www.bosstudelft.nl,Contact Email,secretary@bosstudelft.nl
www.bosstudelft.nl,Actively Hiring,secretary@bosstudelft.nl
www.bosstudelft.nl,Full Description,"BOSS is a practice association of the real estate & housing department, to connect students with the real estate practice and to be a panel between the education and students. They offer students an insight in the world of their future colleagues with a variety of events and activities. And in order to prepare the students as well as possible, make sure the given education is adequate, by providing questionnaires and feedback possibilities."
www.bosstudelft.nl,Industry Groups,"Education, Other, Real Estate"
www.medishielddelft.com,Organization Name,Medishield
www.medishielddelft.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.medishielddelft.com,Industries,"Health Care, Mechanical Engineering, Medical Device"
www.medishielddelft.com,Description,MediShield offers innovative ideas to reduce costs and improve safety during surgery with intuitive new tools for the medical field.
www.medishielddelft.com,DB Rank,"1,459,801"
www.medishielddelft.com,Founded Date,"Jan 1, 2010"
www.medishielddelft.com,Website,www.medishielddelft.com
www.medishielddelft.com,Operating Status,Active
www.medishielddelft.com,Phone Number,31 6 4876 7801
www.medishielddelft.com,Contact Email,info@medishielddelft.com
www.medishielddelft.com,Actively Hiring,info@medishielddelft.com
www.medishielddelft.com,Industry Groups,"Health Care, Science and Engineering"
dredging.org,Organization Name,Central Dredging Association
dredging.org,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
dredging.org,Industries,"Association, Communities, Non Profit"
dredging.org,Description,Central Dredging Association provides an independent forum for people involved in activities related to dredging and marine construction.
dredging.org,DB Rank,"1,461,591"
dredging.org,Founded Date,Nov 1978
dredging.org,Website,dredging.org
dredging.org,Operating Status,Active
dredging.org,Phone Number,31 (0)15 268 2575
dredging.org,Contact Email,ceda@dredging.org
dredging.org,Actively Hiring,ceda@dredging.org
dredging.org,Industry Groups,"Community and Lifestyle, Other"
www.alterwood.nl,Organization Name,AlterWood
www.alterwood.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.alterwood.nl,Industries,"Home Improvement, Sales"
www.alterwood.nl,Description,AlterWood provides fitting solution for every outdoor space.
www.alterwood.nl,DB Rank,"1,462,842"
www.alterwood.nl,Founded Date,"Apr 5, 2016"
www.alterwood.nl,Website,www.alterwood.nl
www.alterwood.nl,Estimated Revenue,Less than $1M
www.alterwood.nl,Operating Status,Active
www.alterwood.nl,Phone Number,015-7503000
www.alterwood.nl,Contact Email,info@alterwood.nl
www.alterwood.nl,Actively Hiring,info@alterwood.nl
www.alterwood.nl,Industry Groups,"Real Estate, Sales and Marketing"
www.c-cube-international.com,Organization Name,C-Cube
www.c-cube-international.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.c-cube-international.com,Industries,Building Maintenance
www.c-cube-international.com,Description,"C-Cube provides lifetime prognoses and lifetime extension solutions for structures like steel bridges, airplanes and pipelines."
www.c-cube-international.com,DB Rank,"1,465,660"
www.c-cube-international.com,Website,www.c-cube-international.com
www.c-cube-international.com,Operating Status,Active
www.c-cube-international.com,Phone Number,+31 15 74 40 138
www.c-cube-international.com,Contact Email,info@ccube.nl
www.c-cube-international.com,Actively Hiring,info@ccube.nl
www.c-cube-international.com,Full Description,"C-Cube provides lifetime prognoses and lifetime extension solutions for structures like steel bridges, airplanes and pipelines."
www.c-cube-international.com,Industry Groups,Real Estate
www.valleyoptics.com/,Organization Name,Valley Optics
www.valleyoptics.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.valleyoptics.com/,Industries,"Hardware, Industrial Design, Mechanical Engineering"
www.valleyoptics.com/,Description,Valley Optics engages in opto-mechanical system development.
www.valleyoptics.com/,DB Rank,"1,470,010"
www.valleyoptics.com/,Website,www.valleyoptics.com/
www.valleyoptics.com/,Operating Status,Active
www.valleyoptics.com/,Contact Email,info@valleyoptics.com
www.valleyoptics.com/,Actively Hiring,info@valleyoptics.com
www.valleyoptics.com/,Full Description,Valley Optics engages in optomechanical system development.
www.valleyoptics.com/,Industry Groups,"Design, Hardware, Science and Engineering"
www.type22.aero/,Organization Name,Type22
www.type22.aero/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.type22.aero/,Industries,"Aerospace, Air Transportation, Supply Chain Management"
www.type22.aero/,Description,Type22 meets the needs of airports and airlines by working exclusively with proven technologies.
www.type22.aero/,DB Rank,"1,500,109"
www.type22.aero/,Website,www.type22.aero/
www.type22.aero/,Operating Status,Closed
www.type22.aero/,Phone Number,+41 22 747 61 11
www.type22.aero/,Contact Email,info@type22.aero
www.type22.aero/,Actively Hiring,info@type22.aero
www.type22.aero/,Full Description,"Type22 meets the needs of airports and airlines by working exclusively with proven technologies. Through out-of-the box thinking while not losing sight of functionality, Type22 is able to redefine these technologies into products for its customers that are different than what they are used to. Design and the possibility to integrate these products seamlessly into the dynamic airport environment are for Type22 just as important as their functionality and safety. The result is surprising in its simplicity: Type22 promises not only a carefree baggage handling but also offers a complete solution that relieves you from all hassles."
www.type22.aero/,Industry Groups,"Science and Engineering, Transportation"
www.type22.aero/,Founders,Bart Houlleberghs
www.type22.aero/,Number of Employees,1001-5000
naturesprinciples.eu/,Organization Name,Nature's Principle
naturesprinciples.eu/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
naturesprinciples.eu/,Industries,"Biotechnology, Chemical, Internet"
naturesprinciples.eu/,Description,Nature's Principle focuses on making bio-based chemicals viable and circular at the same time.
naturesprinciples.eu/,DB Rank,"1,500,328"
naturesprinciples.eu/,Website,naturesprinciples.eu/
naturesprinciples.eu/,Operating Status,Active
naturesprinciples.eu/,Phone Number,+31 6 3972 3401
naturesprinciples.eu/,Contact Email,info@naturesprinciples.eu
naturesprinciples.eu/,Actively Hiring,info@naturesprinciples.eu
naturesprinciples.eu/,Full Description,"Nature’s Principles started as an innovative Ph.D. project at the Delft University of Technology, in The Netherlands. The lab experiments proved great results using mixed culture fermentation, which used Principles of Nature to make the microorganisms satisfied and productive, as opposed to genetically engineering them in a lab."
naturesprinciples.eu/,Industry Groups,"Biotechnology, Internet Services, Science and Engineering"
www.wineswine.nl/,Organization Name,Wine & Swine
www.wineswine.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.wineswine.nl/,Industries,"Food and Beverage, Wine And Spirits"
www.wineswine.nl/,Description,Wine & Swine is a place where you can enjoy a relaxing glass of wine or buy a bottle of wine to enjoy with friends.
www.wineswine.nl/,DB Rank,"1,508,350"
www.wineswine.nl/,Founded Date,"Mar 11, 2015"
www.wineswine.nl/,Website,www.wineswine.nl/
www.wineswine.nl/,Estimated Revenue,Less than $1M
www.wineswine.nl/,Operating Status,Active
www.wineswine.nl/,Contact Email,info@ofjeworstlust.nu
www.wineswine.nl/,Actively Hiring,info@ofjeworstlust.nu
www.wineswine.nl/,Industry Groups,Food and Beverage
dyvascloset.com/,Organization Name,Dyva's Closet
dyvascloset.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
dyvascloset.com/,Industries,"E-Commerce, Fashion, Retail"
dyvascloset.com/,Description,Dyva's Closet is a retail company that sells designer products.
dyvascloset.com/,DB Rank,"1,515,055"
dyvascloset.com/,Founded Date,"Feb 28, 2019"
dyvascloset.com/,Website,dyvascloset.com/
dyvascloset.com/,Estimated Revenue,Less than $1M
dyvascloset.com/,Operating Status,Active
dyvascloset.com/,Contact Email,sales@dyvascloset.com
dyvascloset.com/,Actively Hiring,sales@dyvascloset.com
dyvascloset.com/,Industry Groups,"Clothing and Apparel, Commerce and Shopping, Design"
vizeno.nl/,Organization Name,Vizeno
vizeno.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
vizeno.nl/,Industries,"Graphic Design, Printing, Web Design"
vizeno.nl/,Description,"Vizeno is a graphic design company that offers its services in printing, web design and a range of services exclusive to SME's."
vizeno.nl/,DB Rank,"1,521,212"
vizeno.nl/,Founded Date,"Jan 7, 2013"
vizeno.nl/,Website,vizeno.nl/
vizeno.nl/,Estimated Revenue,Less than $1M
vizeno.nl/,Operating Status,Active
vizeno.nl/,Phone Number,+31-631693735
vizeno.nl/,Contact Email,info@vizeno.nl
vizeno.nl/,Actively Hiring,info@vizeno.nl
vizeno.nl/,Industry Groups,"Content and Publishing, Design, Media and Entertainment"
www.gxgate.com,Organization Name,GXgate
www.gxgate.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.gxgate.com,Industries,"B2B, Online Portals, Pharmaceutical"
www.gxgate.com,Description,GXgate is a b2b marketplace and networking platform for pharmaceutical business development.
www.gxgate.com,DB Rank,"1,527,077"
www.gxgate.com,Website,www.gxgate.com
www.gxgate.com,Estimated Revenue,$1M to $10M
www.gxgate.com,Operating Status,Active
www.gxgate.com,Contact Email,info@gxgate.com
www.gxgate.com,Actively Hiring,info@gxgate.com
www.gxgate.com,Full Description,Gxgate is an online platform for professional business networking. GXgate offers a b2b marketplace and networking platform for the pharmaceutical industry. GXgate provides direct and optimal networking for pharmaceutical professionals and for organizations in various fields that are involved in pharmaceutical business activities.
www.gxgate.com,Industry Groups,"Health Care, Internet Services, Other"
www.gxgate.com,Founders,Ali Adli
www.noria.earth/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.noria.earth/,Industries,"CleanTech, Environmental Consulting"
www.noria.earth/,Description,"Noria develops river cleaning solutions suitable for several locations like river bends, city centers, sewer systems, or in an estuary."
www.noria.earth/,DB Rank,"1,544,742"
www.noria.earth/,Website,www.noria.earth/
www.noria.earth/,Operating Status,Active
www.noria.earth/,Phone Number,+316 248 560 70
www.noria.earth/,Contact Email,info@noria.earth
www.noria.earth/,Actively Hiring,info@noria.earth
www.noria.earth/,Full Description,"Noria develops river cleaning solutions suitable for several locations like river bends, city centers, sewer systems, or in an estuary. Their approach to jointly solving the problem reflects the contours of the Dutch polder model. Their system builds on a traditional Dutch water technique, a solution that moves as much as 95% of the floating plastic from the water to the shore. It was founded by Rinze de Vries in 2018 and operates in Delft, Netherlands."
www.noria.earth/,Industry Groups,"Professional Services, Sustainability"
www.noria.earth/,Founders,Rinze de Vries
www.noria.earth/,Twitter,https://twitter.com/InnovatorsNoria
www.noria.earth/,Facebook,https://www.facebook.com/bylevitas
www.noria.earth/,LinkedIn,https://www.linkedin.com/company/noriasustainableinnovators/
www.levitascomposites.com/,Organization Name,Levitas
www.levitascomposites.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.levitascomposites.com/,Industries,Environmental Engineering
www.levitascomposites.com/,Description,Levitas is focused on developing environmentally sustainable solutions for a variety of industries.
www.levitascomposites.com/,DB Rank,"1,545,167"
www.levitascomposites.com/,Website,www.levitascomposites.com/
www.levitascomposites.com/,Estimated Revenue,Less than $1M
www.levitascomposites.com/,Operating Status,Active
www.levitascomposites.com/,Phone Number,+310682748833
www.levitascomposites.com/,Contact Email,info@levitascomposites.com
www.levitascomposites.com/,Actively Hiring,info@levitascomposites.com
www.levitascomposites.com/,Full Description,Levitas B.V. is focused on developing environmentally sustainable solutions for a variety of industries.
www.levitascomposites.com/,Industry Groups,"Science and Engineering, Sustainability"
www.levitascomposites.com/,Twitter,https://www.twitter.com/bylevitas
www.levitascomposites.com/,Facebook,https://www.facebook.com/lemoninternetbureau/
www.levitascomposites.com/,LinkedIn,https://www.linkedin.com/company/carya-automatisering
www.carya.nl,Organization Name,Carya Automatisering
www.carya.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.carya.nl,Industries,"Industrial Automation, Information Technology, Marketing Automation, Software"
www.carya.nl,Description,Carya Automatisering offers Turn-key automation solutions to Pilot Plants Contol Software solutions.
www.carya.nl,DB Rank,"1,548,285"
www.carya.nl,Website,www.carya.nl
www.carya.nl,Operating Status,Active
www.carya.nl,Phone Number,+310152682602
www.carya.nl,Contact Email,sales@caraya.nl
www.carya.nl,Actively Hiring,sales@caraya.nl
www.carya.nl,Industry Groups,"Information Technology, Manufacturing, Sales and Marketing, Science and Engineering, Software"
www.carya.nl,Twitter,https://twitter.com/lemoninternet
www.carya.nl,Facebook,https://www.facebook.com/Verhuizen/
www.carya.nl,LinkedIn,https://www.linkedin.com/company/planmaat/
www.lemon-internet.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.lemon-internet.nl/,Industries,"CMS, SEO, Web Design, Web Hosting"
www.lemon-internet.nl/,Description,"Lemon is an internet agency that focuses on offering services in the areas of web designing, CMS, social media and web hosting."
www.lemon-internet.nl/,DB Rank,"1,565,458"
www.lemon-internet.nl/,Founded Date,"Sep 9, 2011"
www.lemon-internet.nl/,Website,www.lemon-internet.nl/
www.lemon-internet.nl/,Estimated Revenue,Less than $1M
www.lemon-internet.nl/,Operating Status,Active
www.lemon-internet.nl/,Contact Email,info@lemoninternetbureau.nl
www.lemon-internet.nl/,Actively Hiring,info@lemoninternetbureau.nl
www.lemon-internet.nl/,Industry Groups,"Design, Information Technology, Internet Services, Sales and Marketing, Software"
www.lemon-internet.nl/,Twitter,https://twitter.com/MovingDigital1
www.lemon-internet.nl/,Facebook,https://www.facebook.com/plafondrek/
www.lemon-internet.nl/,LinkedIn,https://www.linkedin.com/company/moving-digital-diorama/
www.delightinteractive.com,Organization Name,Delight Interactive Solutions
www.delightinteractive.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.delightinteractive.com,Industries,Software
www.delightinteractive.com,Description,Delight Interactive Solutions is a software company specializing in the development of 3D experiences.
www.delightinteractive.com,DB Rank,"1,575,868"
www.delightinteractive.com,Website,www.delightinteractive.com
www.delightinteractive.com,Operating Status,Active
www.delightinteractive.com,Full Description,Delight Interactive Solutions is a software company specializing in the development of 3D experiences.
www.delightinteractive.com,Industry Groups,Software
www.delightinteractive.com,Twitter,https://twitter.com/watermappers
www.delightinteractive.com,Facebook,https://www.facebook.com/pg/Services2all
www.delightinteractive.com,LinkedIn,https://www.linkedin.com/company/gezelschap-leeghwater/
www.disdro.com,Organization Name,Disdro
www.disdro.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.disdro.com,Industries,Sensor
www.disdro.com,Description,Disdro is a privately held company that produces a maintenance free rain gauge.
www.disdro.com,DB Rank,"1,585,985"
www.disdro.com,Website,www.disdro.com
www.disdro.com,Operating Status,Active
www.disdro.com,Phone Number,+31 15 744 0160
www.disdro.com,Contact Email,info@disdro.com
www.disdro.com,Actively Hiring,info@disdro.com
www.disdro.com,Full Description,"Disdro responds to the need to provide more accurate information, so action can be taken directly in times of heavy rainfall."
www.disdro.com,Industry Groups,Hardware
www.disdro.com,Twitter,https://www.twitter.com/maurymicrowave
www.disdro.com,Facebook,https://www.facebook.com/paramander
www.disdro.com,LinkedIn,https://www.linkedin.com/company/watermappers/
planmaat.nl/index.php,Organization Name,Planmaat
planmaat.nl/index.php,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
planmaat.nl/index.php,Industries,"Finance, Financial Services, Project Management, Risk Management"
planmaat.nl/index.php,Description,"Planmaat is a financial firm that offers financial feasibility, calculation, drawing, cost story, and risk analysis services."
planmaat.nl/index.php,DB Rank,"1,588,487"
planmaat.nl/index.php,Website,planmaat.nl/index.php
planmaat.nl/index.php,Operating Status,Active
planmaat.nl/index.php,Phone Number,+31 015-212 79 41
planmaat.nl/index.php,Contact Email,info@planmaat.nl
planmaat.nl/index.php,Actively Hiring,info@planmaat.nl
planmaat.nl/index.php,Industry Groups,"Administrative Services, Financial Services, Other, Professional Services"
planmaat.nl/index.php,Twitter,https://www.twitter.com/HollandPTC
planmaat.nl/index.php,Facebook,http://www.facebook.com/getjipio
planmaat.nl/index.php,LinkedIn,https://www.linkedin.com/company/anteverta-mw-b.v.
Kijkmijnhuis.nl,Organization Name,Moving Digital
Kijkmijnhuis.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
Kijkmijnhuis.nl,Industries,"Digital Marketing, Internet of Things, Real Estate"
Kijkmijnhuis.nl,Description,Moving Digital is an online platform that develops digital marketing products for the real estate industry.
Kijkmijnhuis.nl,DB Rank,"1,590,335"
Kijkmijnhuis.nl,Founded Date,"Jan 1, 2007"
Kijkmijnhuis.nl,Website,Kijkmijnhuis.nl
Kijkmijnhuis.nl,Operating Status,Active
Kijkmijnhuis.nl,Phone Number,31 15 202 3032
Kijkmijnhuis.nl,Contact Email,info@moving.digital
Kijkmijnhuis.nl,Actively Hiring,info@moving.digital
Kijkmijnhuis.nl,Industry Groups,"Internet Services, Real Estate, Sales and Marketing"
Kijkmijnhuis.nl,Founders,Lex Groenewegen
Kijkmijnhuis.nl,Twitter,https://twitter.com/paramander
Kijkmijnhuis.nl,Facebook,https://www.facebook.com/sujolabrand/
Kijkmijnhuis.nl,LinkedIn,https://www.linkedin.com/company/services2all
www.leeghwater.nl/nl/studenten,Organization Name,Gezelschap Leeghwater
www.leeghwater.nl/nl/studenten,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.leeghwater.nl/nl/studenten,Industries,"Association, Career Planning, Education, Training"
www.leeghwater.nl/nl/studenten,Description,"Gezelschap Leeghwater is a study association that provides excursions, case studies, lectures, trips, and career events."
www.leeghwater.nl/nl/studenten,DB Rank,"1,592,375"
www.leeghwater.nl/nl/studenten,Website,www.leeghwater.nl/nl/studenten
www.leeghwater.nl/nl/studenten,Estimated Revenue,Less than $1M
www.leeghwater.nl/nl/studenten,Operating Status,Active
www.leeghwater.nl/nl/studenten,Phone Number,+31 15 278 6501
www.leeghwater.nl/nl/studenten,Contact Email,info@leeghwater.nl
www.leeghwater.nl/nl/studenten,Actively Hiring,info@leeghwater.nl
www.leeghwater.nl/nl/studenten,Industry Groups,"Education, Other, Professional Services"
www.leeghwater.nl/nl/studenten,Number of Employees,1001-5000
www.leeghwater.nl/nl/studenten,Twitter,http://twitter.com/jip_io
www.leeghwater.nl/nl/studenten,Facebook,https://www.facebook.com/indruklasersnijden/
www.leeghwater.nl/nl/studenten,LinkedIn,https://www.linkedin.com/company/holland-proton-therapy-centre/
watermappers.com,Organization Name,WaterMappers
watermappers.com,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
watermappers.com,Industries,"Environmental Engineering, Renewable Energy, Water"
watermappers.com,Description,WaterMappers is an environmental company that designs and develops sensors to enable mapping of the crucial groundwater at a fair price.
watermappers.com,DB Rank,"1,593,299"
watermappers.com,Founded Date,"Jan 1, 2018"
watermappers.com,Website,watermappers.com
watermappers.com,Operating Status,Active
watermappers.com,Industry Groups,"Energy, Natural Resources, Science and Engineering, Sustainability"
watermappers.com,Twitter,https://twitter.com/sujolabrand
watermappers.com,Facebook,https://www.facebook.com/imountsaccessoires
watermappers.com,LinkedIn,https://www.linkedin.com/company/paramander
plafonddroogrek.nl/,Organization Name,Plafonddroogrek
plafonddroogrek.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
plafonddroogrek.nl/,Industries,"E-Commerce, Home Services, Laundry and Dry-cleaning, Sales"
plafonddroogrek.nl/,Description,Plafonddroogrek is an e-commerce company for household supplies.
plafonddroogrek.nl/,DB Rank,"1,596,381"
plafonddroogrek.nl/,Founded Date,"May 16, 2017"
plafonddroogrek.nl/,Website,plafonddroogrek.nl/
plafonddroogrek.nl/,Estimated Revenue,Less than $1M
plafonddroogrek.nl/,Operating Status,Active
plafonddroogrek.nl/,Phone Number,31615379741
plafonddroogrek.nl/,Contact Email,info@plafonddroogrek.nl
plafonddroogrek.nl/,Actively Hiring,info@plafonddroogrek.nl
plafonddroogrek.nl/,Industry Groups,"Clothing and Apparel, Commerce and Shopping, Real Estate, Sales and Marketing"
plafonddroogrek.nl/,Twitter,https://twitter.com/Flapper_Drones
plafonddroogrek.nl/,Facebook,https://www.facebook.com/femtoengineering
plafonddroogrek.nl/,LinkedIn,http://www.linkedin.com/companies/jipio
www.e-looks.nl/,Organization Name,E-Looks
www.e-looks.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.e-looks.nl/,Industries,"Graphic Design, SEO, Web Design"
www.e-looks.nl/,Description,E-Looks is a web design and SEO company.
www.e-looks.nl/,DB Rank,"1,600,174"
www.e-looks.nl/,Founded Date,"Jul 1, 2016"
www.e-looks.nl/,Website,www.e-looks.nl/
www.e-looks.nl/,Estimated Revenue,Less than $1M
www.e-looks.nl/,Operating Status,Active
www.e-looks.nl/,Contact Email,info@e-looks.nl
www.e-looks.nl/,Actively Hiring,info@e-looks.nl
www.e-looks.nl/,Industry Groups,"Design, Internet Services, Sales and Marketing"
www.e-looks.nl/,Twitter,https://twitter.com/femto_delft
www.e-looks.nl/,Facebook,https://www.facebook.com/Soopexclusive-173773876834927/
www.e-looks.nl/,LinkedIn,https://www.linkedin.com/company/flapper-drones/
www.anteverta-mw.com/,Organization Name,Anteverta
www.anteverta-mw.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.anteverta-mw.com/,Industries,"Computer, Information Technology, Manufacturing, Software"
www.anteverta-mw.com/,Description,Anteverta microwave provides pioneering solutions in the fields of device characterization and high performance power amplifier design.
www.anteverta-mw.com/,DB Rank,"1,602,782"
www.anteverta-mw.com/,Website,www.anteverta-mw.com/
www.anteverta-mw.com/,Estimated Revenue,$1M to $10M
www.anteverta-mw.com/,Operating Status,Active
www.anteverta-mw.com/,Phone Number,(909) 987-1112
www.anteverta-mw.com/,Full Description,"Anteverta microwave provides pioneering solutions in the fields of device characterization and high performance power amplifier design. They seek to offer the industrial and R&D world with system solutions addressing the most demanding needs in terms of speed, accuracy and multifunctional capabilities. Anteverta microwave was launched in March 2010 as a spin-off from the Delft University of Technology in The Netherlands. Anteverta microwave was born as the development of a decade of successful research in the fields of large signal device characterization and high efficiency/linearity PA design."
www.anteverta-mw.com/,Industry Groups,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Software"
www.anteverta-mw.com/,Twitter,http://twitter.com/medicaldelta
www.anteverta-mw.com/,Facebook,https://www.facebook.com/SuperLease.autolease/
www.anteverta-mw.com/,LinkedIn,https://www.linkedin.com/company/femto-engineering
www.services2all.nl/,Organization Name,Services2all
www.services2all.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.services2all.nl/,Industries,"Internet, Web Design, Web Hosting"
www.services2all.nl/,Description,"Services2all renders web hosting, web design, internet, radio, TV, telephone and installation assistance services."
www.services2all.nl/,DB Rank,"1,606,614"
www.services2all.nl/,Website,www.services2all.nl/
www.services2all.nl/,Estimated Revenue,Less than $1M
www.services2all.nl/,Operating Status,Active
www.services2all.nl/,Phone Number,+31 062-934-9424
www.services2all.nl/,Contact Email,info@services2all.nl
www.services2all.nl/,Actively Hiring,info@services2all.nl
www.services2all.nl/,Industry Groups,"Design, Internet Services"
www.services2all.nl/,Twitter,https://www.twitter.com/https://twitter.com/superlease
www.services2all.nl/,Facebook,https://www.facebook.com/DelftseBanen/
www.services2all.nl/,LinkedIn,https://www.linkedin.com/company/a-dato-scheduling-technology/
www.hollandptc.nl,Organization Name,HollandPTC
www.hollandptc.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.hollandptc.nl,Industries,Health Care
www.hollandptc.nl,Description,"HollandPTC is an independent outpatient center for proton therapy, scientific research, and education."
www.hollandptc.nl,DB Rank,"1,607,719"
www.hollandptc.nl,Website,www.hollandptc.nl
www.hollandptc.nl,Operating Status,Active
www.hollandptc.nl,Phone Number,+31 88 501 8800
www.hollandptc.nl,Industry Groups,Health Care
www.hollandptc.nl,Twitter,https://twitter.com/DelftseBanen/
www.hollandptc.nl,Facebook,https://www.facebook.com/caricecars
